AÑ;TRIMESTRE;PROVEEDOR;COD DEPARTAMENTO;DEPARTAMENTO;COD MUNICIPIO;MUNICIPIO;CABECERA MUNICIPAL;COD CENTRO POBLADO;CENTRO POBLADO;COBERTURA 2G;COBERTURA 3G;COBERTURA HSPA+, HSPA+DC;COBERTUTA 4G;COBERTURA LTE;COBERTURA 5G
2019;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13458;MONTECRISTO;N;13458008;SAN AGUSTÍ;N;N;N;N;N;N
2017;2;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13810;TIQUISIO;S;13810001;TIQUISIO;S;S;S;N;N;N
2019;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442022;PRIMERO DE JULIO;S;S;N;N;N;N
2019;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13549;PINILLOS;N;13549018;RUFINA NUEVA;N;N;N;N;N;N
2018;1;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8558;POLONUEVO;N;8558001;PITAL DEL CARLÍN (PITALITO;S;S;S;N;N;N
2019;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13006;ACH�;N;13006033;PUERTO VENECIA;N;N;N;N;N;N
2016;3;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8638;SABANALARGA;N;8638005;LA PEÑ;S;S;S;N;N;N
2017;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430009;EL RETIRO;N;N;N;N;N;N
2017;4;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8549;PIOJ�;N;8549003;HIBACHARO;S;S;S;N;N;N
2018;4;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8421;LURUACO;S;8421001;LURUACO;S;S;S;N;N;N
2017;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13549;PINILLOS;N;13549014;SANTA COA;S;N;N;N;N;N
2018;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13212;CÓRDOB;N;13212006;SINCELEJITO;N;N;N;N;N;N
2020;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13440;MARGARITA;N;13440007;MAMONCITO;N;N;N;N;N;N
2016;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13688;SANTA ROSA DEL SUR;N;0;SAN JUAN;N;N;N;N;N;N
2017;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;0;FLORIDO VIEJO;N;N;N;N;N;N
2016;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430014;LA PASCUALA;N;N;N;N;N;N
2019;2;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8433;MALAMBO;S;8433001;MALAMBO;S;S;S;N;S;N
2020;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;N;13468013;LA RINCONADA;S;S;S;N;N;N
2016;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13650;SAN FERNANDO;N;13650009;CUATRO BOCAS;N;N;N;N;N;N
2020;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13140;CALAMAR;N;13140004;HATO VIEJO;S;S;N;N;N;N
2018;4;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8141;CANDELARIA;N;8141001;SAN JOSÉ DEL CARRETA;N;N;N;N;N;N
2017;4;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13760;SOPLAVIENTO;S;13760001;SOPLAVIENTO;S;S;N;N;N;N
2020;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13433;MAHATES;S;13433001;MAHATES;S;S;S;N;S;N
2019;4;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13836;TURBACO;S;13836001;TURBACO;S;S;N;N;S;N
2018;4;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13433;MAHATES;N;13433003;MALAGANA;S;S;S;N;N;N
2020;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13667;SAN MARTÍN DE LOB;N;13667016;EL VARAL;N;N;N;N;N;N
2018;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13688;SANTA ROSA DEL SUR;N;13688016;SAN ISIDRO;N;N;N;N;N;N
2018;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13657;SAN JUAN NEPOMUCENO;S;13657001;SAN JUAN NEPOMUCENO;S;S;N;N;S;N
2018;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13458;MONTECRISTO;N;13458012;VILLA URIBE;N;N;N;N;N;N
2016;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430053;FLORENCIA;N;N;N;N;N;N
2020;4;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8421;LURUACO;N;8421001;ARROYO DE PIEDRA;S;N;N;N;N;N
2019;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13006;ACH�;N;13006019;PAYAND�;N;N;N;N;N;N
2018;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13160;CANTAGALLO;N;13160011;LA VICTORIA (SEPULTURA);N;N;N;N;N;N
2016;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8638;SABANALARGA;S;8638001;SABANALARGA;S;S;N;N;N;N
2016;2;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8296;GALAPA;S;8296001;GALAPA;S;S;S;N;S;N
2016;2;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8141;CANDELARIA;S;8141001;CANDELARIA;S;S;S;N;N;N
2020;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430017;MADRID;S;S;N;N;N;N
2019;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8078;BARANOA;S;8078001;BARANOA;S;S;N;N;S;N
2017;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13212;CÓRDOB;N;13212013;SANAHUARE;N;N;N;N;N;N
2020;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430003;BETANIA;N;N;N;N;N;N
2019;2;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;13;BOLÍVA;13683;SANTA ROSA;S;13683001;SANTA ROSA;N;N;N;N;S;N
2018;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13006;ACH�;N;13006011;PLAYALTA;N;N;N;N;N;N
2018;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13458;MONTECRISTO;S;13458001;MONTECRISTO;S;S;S;N;N;N
2016;4;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8560;PONEDERA;S;8560001;PONEDERA;S;S;N;N;N;N
2019;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13744;SIMIT�;N;13744019;SAN JOAQUÍ;S;S;N;N;N;N
2020;3;AVANTEL S.A.S;13;BOLÍVA;13549;PINILLOS;S;13549001;PINILLOS;N;N;N;N;N;N
2018;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13490;NOROS�;N;13490002;CASA DE BARRO;N;N;N;N;N;N
2019;1;AVANTEL S.A.S;13;BOLÍVA;13001;CARTAGENA;S;13001001;CARTAGENA;S;N;N;N;S;N
2019;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13744;SIMIT�;N;13744016;GARZAL;N;N;N;N;N;N
2015;4;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8638;SABANALARGA;N;8638005;LA PEÑ;S;S;N;N;N;N
2017;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13160;CANTAGALLO;N;13160002;BRISAS DE BOLÍVA;N;N;N;N;N;N
2017;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13667;SAN MARTÍN DE LOB;N;13667015;EL JOBO;N;N;N;N;N;N
2018;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13650;SAN FERNANDO;N;13650010;EL CONTADERO;N;N;N;N;N;N
2017;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13654;SAN JACINTO;S;13654001;SAN JACINTO;S;S;S;N;N;N
2017;3;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;13;BOLÍVA;13074;BARRANCO DE LOBA;S;13074001;BARRANCO DE LOBA;S;S;S;N;N;N
2019;4;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8372;JUAN DE ACOSTA;N;8372004;SANTA VERÓNIC;S;S;S;N;S;N
2019;2;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8372;JUAN DE ACOSTA;N;8372004;SANTA VERÓNIC;S;S;S;N;S;N
2018;1;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8685;SANTO TOMÁ;S;8685001;SANTO TOMÁ;S;S;S;N;S;N
2017;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13688;SANTA ROSA DEL SUR;N;13688009;SAN JOS�;N;N;N;N;N;N
2020;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8573;PUERTO COLOMBIA;N;8573003;SABANILLA (MONTE CARMELO);S;S;N;N;N;N
2018;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13647;SAN ESTANISLAO;N;0;BAYANO;N;N;N;N;N;N
2018;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13647;SAN ESTANISLAO;N;13647002;LAS PIEDRAS;S;N;N;N;N;N
2016;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13222;CLEMENCIA;S;13222001;CLEMENCIA;S;S;S;N;N;N
2018;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442009;EL MAJAGUA;N;N;N;N;N;N
2020;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13670;SAN PABLO;N;13670005;EL SOCORRO;S;N;N;N;N;N
2019;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13810;TIQUISIO;N;13810010;SABANAS DEL FIRME;S;S;N;N;N;N
2018;4;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8078;BARANOA;N;8078002;PITAL;S;S;S;N;N;N
2018;1;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13006;ACH�;S;13006001;ACH�;S;S;S;N;N;N
2019;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001027;EL PUEBLITO;N;N;N;N;N;N
2017;1;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8421;LURUACO;S;8421001;LURUACO;S;S;S;N;N;N
2020;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442012;MATUYA;S;S;S;N;S;N
2015;4;ALMACENES EXITO INVERSIONES S.A.S.;8;ATLÁNTIC;8078;BARANOA;N;8078002;PITAL;S;S;N;N;N;N
2020;3;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8685;SANTO TOMÁ;S;8685001;SANTO TOMÁ;N;N;N;N;S;N
2020;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;N;13468001;CALDERA;N;N;N;N;N;N
2016;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13440;MARGARITA;N;0;SAN MARTÍ;N;N;N;N;N;N
2017;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13458;MONTECRISTO;N;13458012;VILLA URIBE;N;N;N;N;N;N
2016;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13780;TALAIGUA NUEVO;N;13780027;TUPE;N;N;N;N;N;N
2020;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001033;MEMBRILLAL;S;S;S;N;S;N
2019;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13744;SIMIT�;N;13744013;ANIMAS ALTAS;N;N;N;N;N;N
2018;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13160;CANTAGALLO;N;0;CAGUI;N;N;N;N;N;N
2016;1;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;13;BOLÍVA;13212;CÓRDOB;S;13212001;CÓRDOB;S;S;S;N;N;N
2017;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;N;0;EL CARMEN;S;S;N;N;N;N
2017;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13212;CÓRDOB;N;13212011;LAS MARÍA;N;N;N;N;N;N
2020;2;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8638;SABANALARGA;N;8638003;COLOMBIA;S;N;N;N;N;N
2020;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13650;SAN FERNANDO;N;0;EL JOLON;N;N;N;N;N;N
2016;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13654;SAN JACINTO;N;13654001;ARENAS;N;N;N;N;N;N
2019;4;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13001;CARTAGENA;N;13001008;LA BOQUILLA;S;S;N;N;S;N
2016;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13006;ACH�;N;13006033;PUERTO VENECIA;N;N;N;N;N;N
2016;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13650;SAN FERNANDO;N;13650001;GUASIMAL;S;S;N;N;N;N
2020;3;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13620;SAN CRISTÓBA;S;13620001;SAN CRISTÓBA;S;S;S;N;N;N
2017;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13810;TIQUISIO;N;13810003;COLORADO;S;S;N;N;N;N
2017;2;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13430;MAGANGU�;S;13430001;MAGANGU�;S;S;S;N;S;N
2019;4;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8560;PONEDERA;N;8560003;PUERTO GIRALDO;S;S;S;N;S;N
2018;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13062;ARROYOHONDO;N;13062004;SATO;S;S;N;N;N;N
2016;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13760;SOPLAVIENTO;S;13760001;SOPLAVIENTO;S;S;S;N;N;N
2020;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13490;NOROS�;N;13490002;CASA DE BARRO;N;N;N;N;N;N
2020;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13160;CANTAGALLO;N;13160019;SINZONA;N;N;N;N;N;N
2015;4;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8675;SANTA LUCÍ;N;8675001;ALGODONAL;S;N;N;N;N;N
2018;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13836;TURBACO;N;13836002;SAN JOSÉ DE CHIQUIT;N;N;N;N;N;N
2016;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13440;MARGARITA;N;13440007;MAMONCITO;N;N;N;N;N;N
2019;1;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8141;CANDELARIA;S;8141001;CANDELARIA;S;S;S;N;N;N
2015;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13650;SAN FERNANDO;N;13650006;EL PALMAR;N;N;N;N;N;N
2016;1;ALMACENES EXITO INVERSIONES S.A.S.;8;ATLÁNTIC;8573;PUERTO COLOMBIA;S;8573001;PUERTO COLOMBIA;S;S;S;N;S;N
2017;1;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8638;SABANALARGA;S;8638001;SABANALARGA;S;S;S;N;S;N
2019;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13212;CÓRDOB;N;13212010;LA SIERRA;N;N;N;N;N;N
2018;4;AVANTEL S.A.S;8;ATLÁNTIC;8758;SOLEDAD;S;8758001;SOLEDAD;S;N;N;N;S;N
2020;3;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8433;MALAMBO;N;8433001;CARACOL�;S;S;S;N;S;N
2016;1;ALMACENES EXITO INVERSIONES S.A.S.;8;ATLÁNTIC;8421;LURUACO;N;8421001;ARROYO DE PIEDRA;S;N;N;N;N;N
2018;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442027;MUNGUIA;S;S;N;N;N;N
2020;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13810;TIQUISIO;N;13810009;QUEBRADA DEL MEDIO;N;N;N;N;N;N
2019;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13654;SAN JACINTO;S;13654001;SAN JACINTO;S;S;N;N;S;N
2017;1;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8573;PUERTO COLOMBIA;N;8573002;SALGAR;S;S;S;N;S;N
2020;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13212;CÓRDOB;S;13212001;CÓRDOB;S;S;S;N;S;N
2016;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13248;EL GUAMO;N;13248005;TASAJERA;N;N;N;N;N;N
2020;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001030;TIERRA BAJA;S;N;N;N;N;N
2015;4;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8675;SANTA LUCÍ;S;8675001;SANTA LUCÍ;S;S;N;N;N;N
2018;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13160;CANTAGALLO;N;0;EL CEDRO;N;N;N;N;N;N
2019;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13670;SAN PABLO;N;13670013;VILLANUEVA;N;N;N;N;N;N
2018;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430031;TACASALUMA;S;S;N;N;N;N
2019;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8421;LURUACO;N;8421001;ARROYO DE PIEDRA;S;S;N;N;N;N
2016;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13006;ACH�;N;0;RÍO NEGR;N;N;N;N;N;N
2017;3;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;13;BOLÍVA;13222;CLEMENCIA;S;13222001;CLEMENCIA;S;S;S;N;N;N
2018;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13780;TALAIGUA NUEVO;N;13780026;LOS MANGOS;S;S;N;N;N;N
2017;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13433;MAHATES;S;13433001;MAHATES;S;S;S;N;N;N
2015;4;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13873;VILLANUEVA;S;13873001;VILLANUEVA;S;S;S;N;N;N
2018;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13440;MARGARITA;N;0;LOS MANGOS;N;N;N;N;N;N
2019;4;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8758;SOLEDAD;S;8758001;SOLEDAD;S;S;S;N;S;N
2020;2;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13810;TIQUISIO;S;13810001;TIQUISIO;S;S;S;N;N;N
2017;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430039;BOCA DE GUAMAL;N;N;N;N;N;N
2020;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13160;CANTAGALLO;N;13160023;PATICO BAJO;N;N;N;N;N;N
2016;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430039;BOCA DE GUAMAL;N;N;N;N;N;N
2017;4;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13001;CARTAGENA;N;13001029;MANZANILLO DEL MAR;N;S;N;N;N;N
2016;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13683;SANTA ROSA;S;13683001;SANTA ROSA;S;S;N;N;N;N
2018;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13655;SAN JACINTO DEL CAUCA;N;13655006;MÉJIC;S;S;N;N;N;N
2019;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13549;PINILLOS;N;0;SANTA ELENA;N;N;N;N;N;N
2018;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13647;SAN ESTANISLAO;N;0;BAYANO;N;N;N;N;N;N
2019;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13810;TIQUISIO;N;13810011;TIQUISIO NUEVO;N;N;N;N;N;N
2020;2;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13001;CARTAGENA;N;13001004;BAYUNCA;S;S;S;N;S;N
2016;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13810;TIQUISIO;N;13810009;QUEBRADA DEL MEDIO;N;N;N;N;N;N
2019;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13673;SANTA CATALINA;N;13673005;LOMA DE ARENA;S;S;N;N;N;N
2020;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001018;EL RECREO;N;N;N;N;N;N
2020;1;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13760;SOPLAVIENTO;S;13760001;SOPLAVIENTO;S;S;S;N;S;N
2019;4;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8638;SABANALARGA;N;8638007;MIRADOR;N;N;N;N;N;N
2020;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001004;BAYUNCA;S;S;S;N;N;N
2019;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13300;HATILLO DE LOBA;S;13300001;HATILLO DE LOBA;S;S;S;N;S;N
2015;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13160;CANTAGALLO;N;0;EL FIRME;N;N;N;N;N;N
2017;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13490;NOROS�;N;13490002;CASA DE BARRO;N;N;N;N;N;N
2017;4;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13244;EL CARMEN DE BOLÍVA;S;13244001;EL CARMEN DE BOLÍVA;S;S;S;N;N;N
2019;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13188;CICUCO;N;13188005;PUEBLO NUEVO;N;N;N;N;N;N
2020;1;AVANTEL S.A.S;13;BOLÍVA;13300;HATILLO DE LOBA;S;13300001;HATILLO DE LOBA;N;N;N;N;N;N
2018;3;AVANTEL S.A.S;13;BOLÍVA;13810;TIQUISIO;S;13810001;TIQUISIO;N;N;N;N;N;N
2020;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13780;TALAIGUA NUEVO;N;13780005;CAÑOHOND;S;S;N;N;N;N
2017;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13458;MONTECRISTO;N;13458003;PARAÍS;N;N;N;N;N;N
2018;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13006;ACH�;S;13006001;ACH�;S;S;S;N;S;N
2017;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13440;MARGARITA;N;0;SAN MARTÍ;N;N;N;N;N;N
2017;2;AVANTEL S.A.S;13;BOLÍVA;13268;EL PEÑ�;S;13268001;EL PEÑ�;N;N;N;N;N;N
2016;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13440;MARGARITA;N;0;LOS MANGOS;N;N;N;N;N;N
2018;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13062;ARROYOHONDO;N;13062004;SATO;S;S;N;N;N;N
2017;4;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8436;MANAT�;S;8436001;MANAT�;S;S;S;N;N;N
2019;4;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8832;TUBAR�;S;8832001;TUBAR�;N;N;N;N;S;N
2019;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13440;MARGARITA;N;13440003;CAUSADO;S;S;N;N;N;N
2016;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13780;TALAIGUA NUEVO;N;13780025;PEÑÓN DE DUR;N;N;N;N;N;N
2016;3;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8573;PUERTO COLOMBIA;N;0;LAGOS DE CAUJARAL;S;S;S;N;N;N
2019;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13650;SAN FERNANDO;N;13650015;PAMPANILLO;S;S;N;N;N;N
2016;4;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8078;BARANOA;N;8078003;SIBARCO;S;N;N;N;N;N
2018;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8549;PIOJ�;S;8549001;PIOJ�;S;S;N;N;N;N
2017;3;AVANTEL S.A.S;13;BOLÍVA;13620;SAN CRISTÓBA;S;13620001;SAN CRISTÓBA;N;N;N;N;N;N
2020;1;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8573;PUERTO COLOMBIA;N;8573002;SALGAR;S;S;S;N;S;N
2017;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430002;BARRANCA DE YUCA;N;N;N;N;N;N
2017;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13473;MORALES;N;13473003;EL DIQUE;N;N;N;N;N;N
2016;2;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8078;BARANOA;N;8078003;SIBARCO;S;S;S;N;N;N
2020;2;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;13;BOLÍVA;13062;ARROYOHONDO;S;13062001;ARROYOHONDO;N;N;N;N;N;N
2015;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001004;BAYUNCA;S;S;S;N;N;N
2017;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13670;SAN PABLO;N;13670017;EL ROSARIO;N;N;N;N;N;N
2019;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13549;PINILLOS;N;0;SAN FRANCISCO;N;N;N;N;N;N
2015;4;AVANTEL S.A.S;8;ATLÁNTIC;8849;USIACUR�;S;8849001;USIACUR�;S;N;N;N;N;N
2016;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13212;CÓRDOB;N;13212003;LA MONTAÑA DE ALONSO (MARTÍN ALONS;N;N;N;N;N;N
2017;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13490;NOROS�;N;13490002;CASA DE BARRO;N;N;N;N;N;N
